text,intent
open file number 1093,OPEN_FILE
open application number 954,OPEN_APP
open application number 169,OPEN_APP
unmute command number 1350,UNMUTE
open application number 729,OPEN_APP
search query number 2,WEB_SEARCH
unmute command number 617,UNMUTE
unmute command number 781,UNMUTE
get time request number 401,GET_TIME
mute command number 1167,MUTE
general conversation number 1248,GENERAL_CONVERSATION
get time request number 1174,GET_TIME
general conversation number 252,GENERAL_CONVERSATION
search query number 1024,WEB_SEARCH
unmute command number 332,UNMUTE
unmute command number 1042,UNMUTE
search query number 258,WEB_SEARCH
mute command number 16,MUTE
get time request number 948,GET_TIME
open file number 1078,OPEN_FILE
general conversation number 1259,GENERAL_CONVERSATION
open file number 1315,OPEN_FILE
search query number 881,WEB_SEARCH
open file number 38,OPEN_FILE
general conversation number 372,GENERAL_CONVERSATION
unmute command number 152,UNMUTE
unmute command number 1198,UNMUTE
general conversation number 1306,GENERAL_CONVERSATION
open file number 336,OPEN_FILE
mute command number 915,MUTE
unmute command number 294,UNMUTE
search query number 629,WEB_SEARCH
general conversation number 911,GENERAL_CONVERSATION
mute command number 176,MUTE
get time request number 1365,GET_TIME
mute command number 831,MUTE
get time request number 1324,GET_TIME
open application number 77,OPEN_APP
unmute command number 1006,UNMUTE
unmute command number 576,UNMUTE
unmute command number 476,UNMUTE
open file number 957,OPEN_FILE
search query number 204,WEB_SEARCH
get time request number 1140,GET_TIME
open application number 1105,OPEN_APP
general conversation number 1367,GENERAL_CONVERSATION
get time request number 894,GET_TIME
open file number 1293,OPEN_FILE
open file number 135,OPEN_FILE
unmute command number 218,UNMUTE
open file number 405,OPEN_FILE
open application number 355,OPEN_APP
search query number 600,WEB_SEARCH
open application number 1418,OPEN_APP
mute command number 44,MUTE
open file number 317,OPEN_FILE
unmute command number 1287,UNMUTE
get time request number 1277,GET_TIME
mute command number 1201,MUTE
get time request number 643,GET_TIME
open file number 389,OPEN_FILE
search query number 1192,WEB_SEARCH
mute command number 190,MUTE
open application number 1409,OPEN_APP
general conversation number 1099,GENERAL_CONVERSATION
get time request number 600,GET_TIME
get time request number 1181,GET_TIME
mute command number 1077,MUTE
get time request number 160,GET_TIME
unmute command number 380,UNMUTE
search query number 64,WEB_SEARCH
open application number 1243,OPEN_APP
general conversation number 127,GENERAL_CONVERSATION
search query number 298,WEB_SEARCH
mute command number 531,MUTE
open file number 371,OPEN_FILE
unmute command number 578,UNMUTE
search query number 683,WEB_SEARCH
open file number 511,OPEN_FILE
unmute command number 55,UNMUTE
general conversation number 159,GENERAL_CONVERSATION
open application number 1119,OPEN_APP
open file number 1268,OPEN_FILE
mute command number 841,MUTE
unmute command number 260,UNMUTE
search query number 159,WEB_SEARCH
search query number 310,WEB_SEARCH
search query number 798,WEB_SEARCH
mute command number 219,MUTE
general conversation number 1134,GENERAL_CONVERSATION
unmute command number 747,UNMUTE
unmute command number 755,UNMUTE
get time request number 934,GET_TIME
general conversation number 0,GENERAL_CONVERSATION
search query number 752,WEB_SEARCH
get time request number 535,GET_TIME
open application number 129,OPEN_APP
open file number 981,OPEN_FILE
open application number 1327,OPEN_APP
open application number 504,OPEN_APP
open application number 276,OPEN_APP
general conversation number 404,GENERAL_CONVERSATION
search query number 1330,WEB_SEARCH
general conversation number 203,GENERAL_CONVERSATION
search query number 451,WEB_SEARCH
general conversation number 419,GENERAL_CONVERSATION
open file number 1085,OPEN_FILE
get time request number 973,GET_TIME
general conversation number 557,GENERAL_CONVERSATION
search query number 502,WEB_SEARCH
search query number 1047,WEB_SEARCH
search query number 1258,WEB_SEARCH
mute command number 266,MUTE
search query number 855,WEB_SEARCH
get time request number 958,GET_TIME
unmute command number 148,UNMUTE
open application number 446,OPEN_APP
open application number 780,OPEN_APP
get time request number 1341,GET_TIME
mute command number 38,MUTE
open file number 927,OPEN_FILE
general conversation number 1232,GENERAL_CONVERSATION
unmute command number 568,UNMUTE
unmute command number 383,UNMUTE
general conversation number 1153,GENERAL_CONVERSATION
open file number 148,OPEN_FILE
mute command number 214,MUTE
mute command number 1092,MUTE
get time request number 700,GET_TIME
search query number 271,WEB_SEARCH
search query number 595,WEB_SEARCH
search query number 6,WEB_SEARCH
mute command number 1379,MUTE
mute command number 291,MUTE
search query number 913,WEB_SEARCH
search query number 911,WEB_SEARCH
open application number 322,OPEN_APP
unmute command number 105,UNMUTE
search query number 381,WEB_SEARCH
general conversation number 262,GENERAL_CONVERSATION
search query number 274,WEB_SEARCH
unmute command number 866,UNMUTE
general conversation number 508,GENERAL_CONVERSATION
mute command number 864,MUTE
search query number 347,WEB_SEARCH
unmute command number 1349,UNMUTE
open file number 955,OPEN_FILE
open application number 627,OPEN_APP
general conversation number 1201,GENERAL_CONVERSATION
mute command number 703,MUTE
search query number 416,WEB_SEARCH
search query number 808,WEB_SEARCH
search query number 85,WEB_SEARCH
unmute command number 279,UNMUTE
general conversation number 1301,GENERAL_CONVERSATION
search query number 696,WEB_SEARCH
open application number 568,OPEN_APP
mute command number 498,MUTE
open file number 1427,OPEN_FILE
unmute command number 746,UNMUTE
get time request number 798,GET_TIME
open application number 1294,OPEN_APP
mute command number 1306,MUTE
unmute command number 299,UNMUTE
open file number 1386,OPEN_FILE
open application number 1274,OPEN_APP
open application number 177,OPEN_APP
search query number 1059,WEB_SEARCH
unmute command number 1190,UNMUTE
get time request number 1358,GET_TIME
unmute command number 1378,UNMUTE
open file number 657,OPEN_FILE
search query number 528,WEB_SEARCH
open file number 983,OPEN_FILE
open application number 1143,OPEN_APP
get time request number 433,GET_TIME
open application number 154,OPEN_APP
open file number 669,OPEN_FILE
open application number 438,OPEN_APP
general conversation number 1110,GENERAL_CONVERSATION
general conversation number 95,GENERAL_CONVERSATION
unmute command number 513,UNMUTE
mute command number 258,MUTE
general conversation number 899,GENERAL_CONVERSATION
mute command number 233,MUTE
get time request number 395,GET_TIME
unmute command number 204,UNMUTE
search query number 1290,WEB_SEARCH
general conversation number 946,GENERAL_CONVERSATION
get time request number 740,GET_TIME
general conversation number 1255,GENERAL_CONVERSATION
mute command number 992,MUTE
mute command number 438,MUTE
search query number 253,WEB_SEARCH
open application number 456,OPEN_APP
general conversation number 366,GENERAL_CONVERSATION
open application number 723,OPEN_APP
search query number 1328,WEB_SEARCH
general conversation number 1015,GENERAL_CONVERSATION
unmute command number 1291,UNMUTE
search query number 214,WEB_SEARCH
open file number 507,OPEN_FILE
unmute command number 946,UNMUTE
open file number 1104,OPEN_FILE
mute command number 1132,MUTE
unmute command number 367,UNMUTE
mute command number 1362,MUTE
get time request number 1187,GET_TIME
get time request number 532,GET_TIME
mute command number 412,MUTE
mute command number 919,MUTE
general conversation number 313,GENERAL_CONVERSATION
search query number 127,WEB_SEARCH
open file number 1133,OPEN_FILE
search query number 785,WEB_SEARCH
open application number 90,OPEN_APP
get time request number 613,GET_TIME
open file number 195,OPEN_FILE
unmute command number 616,UNMUTE
open file number 42,OPEN_FILE
unmute command number 1269,UNMUTE
search query number 241,WEB_SEARCH
unmute command number 138,UNMUTE
unmute command number 79,UNMUTE
mute command number 1383,MUTE
get time request number 609,GET_TIME
general conversation number 51,GENERAL_CONVERSATION
open file number 587,OPEN_FILE
search query number 1092,WEB_SEARCH
unmute command number 949,UNMUTE
open file number 782,OPEN_FILE
open file number 767,OPEN_FILE
unmute command number 1337,UNMUTE
general conversation number 771,GENERAL_CONVERSATION
search query number 58,WEB_SEARCH
search query number 150,WEB_SEARCH
mute command number 774,MUTE
get time request number 1263,GET_TIME
general conversation number 597,GENERAL_CONVERSATION
open application number 805,OPEN_APP
general conversation number 1225,GENERAL_CONVERSATION
open file number 701,OPEN_FILE
open application number 873,OPEN_APP
unmute command number 305,UNMUTE
unmute command number 429,UNMUTE
get time request number 260,GET_TIME
search query number 1353,WEB_SEARCH
open application number 452,OPEN_APP
get time request number 1128,GET_TIME
unmute command number 158,UNMUTE
get time request number 1094,GET_TIME
general conversation number 1357,GENERAL_CONVERSATION
mute command number 1230,MUTE
open application number 1273,OPEN_APP
unmute command number 1168,UNMUTE
unmute command number 1366,UNMUTE
get time request number 711,GET_TIME
open file number 780,OPEN_FILE
search query number 795,WEB_SEARCH
search query number 306,WEB_SEARCH
general conversation number 1244,GENERAL_CONVERSATION
open file number 330,OPEN_FILE
search query number 820,WEB_SEARCH
get time request number 340,GET_TIME
open application number 188,OPEN_APP
search query number 909,WEB_SEARCH
open application number 1103,OPEN_APP
unmute command number 893,UNMUTE
unmute command number 310,UNMUTE
mute command number 151,MUTE
general conversation number 1187,GENERAL_CONVERSATION
get time request number 856,GET_TIME
general conversation number 139,GENERAL_CONVERSATION
open file number 93,OPEN_FILE
unmute command number 1162,UNMUTE
general conversation number 1038,GENERAL_CONVERSATION
general conversation number 100,GENERAL_CONVERSATION
open file number 0,OPEN_FILE
mute command number 1378,MUTE
mute command number 685,MUTE
unmute command number 114,UNMUTE
unmute command number 977,UNMUTE
search query number 139,WEB_SEARCH
general conversation number 612,GENERAL_CONVERSATION
mute command number 733,MUTE
open application number 643,OPEN_APP
get time request number 1294,GET_TIME
open file number 887,OPEN_FILE
open file number 289,OPEN_FILE
open file number 576,OPEN_FILE
general conversation number 339,GENERAL_CONVERSATION
mute command number 83,MUTE
unmute command number 687,UNMUTE
general conversation number 757,GENERAL_CONVERSATION
mute command number 525,MUTE
unmute command number 914,UNMUTE
get time request number 926,GET_TIME
unmute command number 955,UNMUTE
search query number 1090,WEB_SEARCH
get time request number 978,GET_TIME
unmute command number 1298,UNMUTE
mute command number 943,MUTE
search query number 659,WEB_SEARCH
open file number 1196,OPEN_FILE
open application number 1070,OPEN_APP
general conversation number 584,GENERAL_CONVERSATION
search query number 743,WEB_SEARCH
